C:\Projetos\Avalia\Digitalizados\,1,1,1,17231792131991,40
C:\Projetos\Avalia\Digitalizados\,2,1,1,17231792141991,40
C:\Projetos\Avalia\Digitalizados\,3,1,1,17231792151991,40
C:\Projetos\Avalia\Digitalizados\,4,1,1,17231792181991,40
C:\Projetos\Avalia\Digitalizados\,5,1,1,17231792191991,40
C:\Projetos\Avalia\Digitalizados\,6,1,1,17231792201991,40
C:\Projetos\Avalia\Digitalizados\,7,1,1,17231792121991,40
